pvform	lemma	pvv	mood	cau	pot	PV	CP_cnd	CP_imp	CP_ind	HKM	inf	nom	acc	dat	BAN	ON	RA	VAL	UL	BA	RÓL	HOZ	BÓL	TÓL	NÁL	VÁ	IG	ÉRT	KÉNT	KOR	SZOR	NKÉNT	ADP	ADV	FROM	IN	TO
ki	derül	ki+derül	ind	-	-	-0.3059460853863021	-0.009006161764786028	0.0018951960333712656	-0.07039309475413802	-0.4033737481527583	0.00040201451804582457	0.7243740590140643	0.009498581461531156	0.0010073872572083972	0.0773574993713848	0.05933107006924972	0.5702022393768839	0.017686608417662522	0.03786438175948354	0.0033686080947258196	-0.03590886217602273	0.0003671775342917207	-0.23696025516915115	0.0021531606922130042	0.0047083359024718335	-0.00012898232942086933	0.0019224992522337613	-0.0002306614399792432	0.0018951960333712656	-0.000954650902967139	-0.00012898232942086933	0.0008558036331127027	0.042849543448504473	0.10723085411200906	-0.26872661527392283	0.1506187144490451	0.5717528591706382
ki	dob	ki+dob	ind	-	-	-0.32812856003302987	-0.007267377771364207	-0.002817321452192839	0.008100500659395299	-0.005382108541674181	0.0011910001563307962	0.1585458830886155	0.21241507028873097	0.025695491660353308	0.09694128776491054	-0.011694345234516235	0.4623490505910507	0.03402704121921987	0.003391175727840104	0.11763804209707741	-0.02232804614564418	0.004126170977789001	-0.12188831567597035	0.003986515466727596	-0.0012296419223076028	0.00021244954323348204	0.0036676006429605043	0.00099538623727808	0.007832894404560049	-0.00393552757635156	0.0004248990864669641	0.0028569252538371195	0.03546159673869907	0.008989261276861893	-0.14776018054202691	0.08221268203518647	0.5901182903022797
ki	dolgozik	ki+dolgozik	ind	-	-	-0.9643573907447553	-0.009899721738248244	0.002561572881752297	-0.04892592167488383	0.022130944228572702	0.0009431581698604655	-0.19398562565046318	-0.8211016379742819	0.0020833736346452855	0.06013282452658317	0.2146511067062673	-0.21875956215794934	0.04950007028548804	0.06061196951114402	0.0007295074814280809	-0.010114490116398787	-0.020283231172194285	-0.0017047347485864457	0.008873596600847638	0.03956363673880495	-0.0003553393542418689	0.00862564143568104	0.017532424823544737	0.007347090374241208	0.0008357739807851943	0.0002844950213371266	-0.00062212329235281	-0.002070907095481231	0.217820616818565	-0.003265545451927091	0.2963048748037058	-0.2256161586981838
ki	dolgoz	ki+dolgoz	ind	-	-	-0.8705193855157278	-0.019751280175566936	-0.006583760058522311	-0.03774689100219458	-0.04055108510119484	0.02674957327481102	-0.0975615703486955	-0.8059497683491832	-0.01755669348939283	-0.09280663252865155	0.01545964398927091	-0.19595220677883446	0.047329919531821515	-0.05779078273591807	0.032601804437941966	-0.029992684711046085	-0.03584491587417703	0.017971226530114605	-0.000731528895391368	-0.0021945866861741038	-0.000731528895391368	-0.033650329188002925	-0.0036576444769568397	0.028944159960985125	0.0	0.0	0.0	-0.0891489880516947	0.16142404291636184	-0.012021458180931484	-0.038478419897585936	-0.1921970251158254
ki	egészít	ki+egészít	ind	-	-	-0.4958626073380172	-0.004996096799375488	-0.00312256049960968	-0.037002341920374715	0.0048399687743949996	-0.001717408274785324	0.08610460577673684	-0.0961748633879782	0.0258391881342701	-0.0686182669789227	0.01139734582357533	0.004918032786885244	-0.11366120218579234	-0.027556596409055424	-0.001717408274785324	-0.00936768149882904	-0.001249024199843872	0.046370023419203744	0.028649492583918815	-0.0039032006245121	-0.0039032006245121	-0.006869633099141296	-0.00156128024980484	-0.005620608899297424	-0.000936768149882904	0.0	-0.00234192037470726	-0.017720530835284937	-0.06448087431693988	0.06533957845433255	-0.04340359094457455	-0.006323185011709601
ki	egészül	ki+egészül	ind	-	-	-0.43566666666666665	-0.006	-0.0016666666666666668	0.11999999999999997	-0.05533333333333333	-0.005666666666666667	-0.37900000000000006	-0.014666666666666666	-0.010333333333333333	-0.11633333333333333	0.2813333333333333	-0.03266666666666666	-0.816	-0.041666666666666664	-0.0023333333333333335	-0.005333333333333333	-0.0026666666666666666	-0.013	-0.013	-0.006666666666666667	0.996	-0.004333333333333333	-0.001	-0.005666666666666667	-0.0033333333333333335	0.0	-0.0026666666666666666	0.247	0.09899999999999998	-0.03133333333333333	0.12099999999999997	-0.043666666666666666
ki	elégít	ki+elégít	ind	-	-	-0.5313537800351631	-0.010158234030084002	-0.003711662434069154	3.255844240410144e-05	0.04230969590414794	-0.003125610470795077	0.3308914501530247	-0.07164485251025587	-0.009572182066809924	0.08110308002865142	0.13580126326756528	-0.00840007814026177	0.029611903366542937	-0.10373119749951162	-0.001172103926548154	-0.0042977143973432315	-0.001172103926548154	0.05735169629484925	-0.0042977143973432315	-0.0027349091619456923	0.0	-0.00840007814026177	-0.0019535065442469234	-0.0027349091619456923	-0.0009767532721234617	0.0	-0.0003907013088493846	-0.07227974213713616	0.0715634564042456	0.047779514228039326	0.02894445529725856	-0.020511818714592695
ki	él	ki+él	ind	-	-	-0.7261490458719376	-0.0016881951818827103	5.4312913550697266e-05	-0.0011540557699979415	-0.027472782675304293	-0.002628557729944957	0.18470885469048187	-0.5224523966041319	0.010005936963308818	0.04105681692615126	-0.02314067231895539	0.002043663836776585	0.03492226698355442	0.008463637504377813	0.0010218319183882925	0.00472653448027224	-0.0011896400926690676	0.0350775270019459	0.006135860943958438	-0.0023521237285627867	-0.0008021455473711613	0.016280014907958343	0.00044180745884860365	0.00030115574134317695	-0.0006639285466800764	0.0	-0.0012167965494444164	0.03269862138842536	0.009975783931992777	0.046078139426867656	0.003102578365106301	0.018375556941471284
ki	emelkedik	ki+emelkedik	ind	-	-	-0.3362262038073908	-0.0008868042191093736	-0.0022379652788487975	-0.0729057003574039	-0.013699364987829494	0.00015590319920070258	0.08430842681937356	-0.0028976202131012346	-0.0005372793047723132	0.0645875103097277	0.03263154541979871	0.21822089304034709	0.09538845042278264	0.10690684700028835	0.020031046529561256	0.07318146461835567	0.0007158136135344091	-0.3913689977268308	0.060663946463176674	0.011422843003802027	0.003746705916274953	0.029650944471639032	1.4249217131247043e-05	-0.013251771932059734	-0.002097987675265371	0.00011483192629299071	0.01183607030060819	-0.17109789379807014	0.09092928364994532	-0.2638544299977872	0.10838792739269501	0.3145791284172975
ki	emel	ki+emel	ind	-	-	-0.30025798132407777	-0.008740718453487499	0.001987255671011487	-0.15831319242217468	-0.25649021609481953	-0.004234985654570657	-0.20998777146172942	0.5143058424044444	0.007484123316964141	-0.013115655322852748	0.029395084944283854	0.20894110314739794	0.11513480405325538	0.06405665101385113	0.05294535842082075	0.02236292324389379	0.01783918075240971	-0.07847248578889116	0.038161120125509075	0.00644961906706354	0.02029129280794318	0.012661630543407014	0.008784216804031764	-0.013123864991779586	-0.002615574730553078	-0.00013793103448275863	0.005992370595630823	0.09108657762113023	0.05334999623902603	-0.02695483607526246	0.03444312870052976	0.3294858211280773
ki	épít	ki+épít	ind	-	-	-0.6959306706857573	-0.0003725201000114196	0.0040684195715457935	-0.0005655753140259012	6.446336287559834e-05	-0.0011692147089878225	0.016842323284155525	-0.17006255569383388	0.013538394546366012	-0.07234460897082204	-0.017316087141964642	0.166500689785889	-0.056282962126685966	-0.02336280639213125	0.024928317298606686	-0.0010067168033494607	-0.0038844338782822313	0.020809387473032827	-0.001674066093309239	0.011860058801749429	-0.015999192728934516	-0.016830463141635107	0.0008930268724597666	-0.007101518466604686	-0.0012511752703582275	-0.00018839487565938207	-0.001103049066832824	-0.04317499308204861	0.004572880268819468	0.017038503994551812	-0.13720393316929685	0.18125398151960964
ki	esik	ki+esik	ind	-	-	-0.21172749952120648	-0.000645651490894161	0.002712412205541988	-0.012165673822074063	0.047469341568164555	0.025291688520096185	0.10102618280774533	0.0044212356502767	0.0331621776906005	-0.05787630979755483	-0.053669248187782195	0.1466144604403899	-0.004846516949290447	0.0485422145670893	0.12443061124094518	0.09722500040681803	0.009260930574314387	-0.29323230059971234	0.01660793883459781	0.002563391635571167	0.0016034888713366037	0.0019841453629630373	-0.0010469618204417919	-0.0063127516795325475	-0.00033315266440767924	0.00017793594306049823	0.0016034888713366037	-0.012490252014375092	0.12862315257678536	-0.18380232149138234	-0.07739043138982804	0.35030092015977304
ki	fejez	ki+fejez	ind	-	+	-0.43227326266195526	-0.015312131919905771	-0.002355712603062426	-0.1790341578327444	-0.11071849234393404	-0.002355712603062426	-0.01696113074204947	-0.11849234393404007	-0.027090694935217905	-0.13074204946996468	-0.10247349823321555	-0.009422850412249705	-0.1707891637220259	0.07750294464075384	-0.0035335689045936395	-0.020023557126030624	-0.001177856301531213	-0.004711425206124852	-0.002355712603062426	-0.004711425206124852	0.0	-0.0035335689045936395	-0.005889281507656066	-0.014134275618374558	-0.001177856301531213	0.0	-0.001177856301531213	0.07750294464075384	0.47844522968197883	-0.027090694935217905	-0.07326266195524145	-0.023557126030624265
ki	fejez	ki+fejez	ind	-	-	-0.7591372079089275	0.013466441100106908	-0.0029958058717795086	0.07007542381841891	-0.21443802206322912	-0.003744757339724386	0.07310647446516061	-0.20043997227411037	-0.01276154560086467	0.0027285329949834902	-0.029837639070007874	0.04579177386952384	0.002337903405820088	0.026874140908610303	-0.0014979029358897543	-0.007938885560215698	0.015863085797530516	0.03472197746684054	-0.002097064110245656	-0.0026962252846015576	-0.0002995805871779509	-0.0011983223487118035	-0.017825044937088075	-0.005392450569203115	-0.0026962252846015576	0.0	-0.00014979029358897544	-0.05551052056532618	0.05981625723986417	0.024686027796379184	0.026606868031814307	0.054165344987605585
ki	fejlődik	ki+fejlődik	ind	-	-	-0.780894800483676	-0.00013480275056300742	0.0011561124060530288	0.020429897892877136	0.0032080486962556554	0.0031936330551750407	-0.09940072382657872	0.004526731385436645	-0.01050096920426578	-0.03969022144515516	-0.0437891787688052	-0.012462560140825776	0.005558238364642726	0.20056334711378138	0.013478954539560571	0.00792423755289174	-0.002594485265325743	-0.18101518759315835	-0.002241393761402066	-0.02653978212574217	0.03170116852893151	0.0067849984162969374	-2.8647877058424285e-05	-0.009988645390085229	0.00036908442888843106	0.0	0.0017013024146565621	-0.06621507439552889	0.046798342971577145	-0.17702520958159612	-0.14712812368693412	0.006699238190224471
ki	fejt	ki+fejt	ind	-	-	-0.5877805016028663	-0.00707580397996363	0.0021642488203380866	0.030932393505302802	-0.18650687856147358	-0.004148595134829342	-0.13664137194084452	-0.03937805752978685	-0.006887231473835022	-0.12411213778364447	-0.032872306068349955	-0.020858936927915447	0.017592514321756715	-0.08139938139547989	0.07131833856784602	-0.02217027447053392	0.013281356681644093	0.004139925134547567	-0.003771450122572129	0.0006556687713092351	-0.0007542900245144258	-0.006034320196115406	0.0034842563632383316	-0.00594436894319199	0.00923138280001994	0.0	-0.0003771450122572129	-0.0430552213992947	0.05614041932456365	-0.022178944470815698	-0.170497723041176	0.0617564120070834
ki	fizet	ki+fizet	ind	-	-	-0.5611089381487915	-0.00042000995489298656	0.000717436980311389	0.0016370785125130738	0.006351028989009591	0.002261078861864336	0.08483901202067484	-0.16598985479684725	-0.04469431564288916	-0.0388918435785212	-0.005520106767777255	0.004132507092490606	0.019189114258477056	0.014489989644808708	0.005746841383619606	-0.0008371558226487157	-6.533488187224234e-05	-0.02553057382693393	0.006482945473037349	-0.0001554356936960561	-0.00018828845791752966	-0.013390011708388216	0.07962633973572494	-0.0179417874626304	-0.003491861342600486	-0.00020695556702388465	0.010239381076834763	-0.010898222203832159	0.03201907899853179	-0.020270694646933533	-0.023274245980203168	-0.013365380559007808
ki	gondol	ki+gondol	ind	-	-	-0.46961156508338714	-0.00891722212167053	-0.008461983639122206	0.00863433669027025	0.3397890499950469	0.008497139490523189	-0.11561374146893366	-0.31767557256741247	-0.0006755584156926189	-0.039551226618938125	-0.040466172548195914	0.036090758703493916	-0.021476650034671713	-0.022371038728788248	0.0005248053579900982	0.01316914359005298	-0.004688092370509902	-0.001032032790279705	-0.0039942112017566	-0.008005255501853503	0.0	-0.003046343903178402	0.00027081922816519973	-0.009393017839360104	-0.002623281962590301	0.0	-0.0017939911797544006	-0.04841943910030814	0.13223858607932565	0.008142899598016676	-0.08707255288832878	0.023922216189120604
ki	hagy	ki+hagy	ind	-	-	-0.3371729019615965	-0.00706255842681917	0.018192790687796216	-0.05928630554343481	0.1062210103807103	0.16143942268773723	-0.015923206053115035	-0.26935781663518393	0.02751018991809802	0.019938311108177953	0.04303544417020138	0.03238412314047817	0.002260194218382118	0.0553474647104645	0.009190628610264023	-0.0026224712135471937	0.0003769330654636637	-0.15375986125352753	0.0004808858515036427	0.010760056784812733	0.0005794852226441375	0.006647317728509199	0.0007397805064786852	-0.0006445599299878648	-0.0006023030566419379	0.0	0.00017438090828318973	0.06840576006380569	0.07345833059811863	-0.15493094270301466	0.2280932119050118	0.04307037300839802
ki	hallgat	ki+hallgat	ind	-	-	-0.5954154727793697	0.003337322227996319	0.005726606563082542	-0.024081402056744	0.028421351234094085	0.0020338595178046146	-0.024550772590095804	-0.32162847021916674	0.002842683397775436	-0.1371229421832762	-0.1436793500803341	0.12761205059380495	0.009589080281669993	0.05960743555392398	0.001922774363644165	0.04287362514243215	0.0007811717815102813	0.005195257188353699	0.0010586462867522612	-0.00010154994779474507	0.00018951222651836244	0.008795989492202585	-4.529223023709171e-06	-0.33943952056982396	-3.2181321484250295e-05	-0.00014326647564469913	0.0003559015775998932	-0.16188229741262175	0.03867026779627075	0.04824480688823308	-0.270092586853811	0.11403129454729223
ki	használ	ki+használ	ind	-	-	-0.452497002889089	-0.0025045907509883055	-0.0012403252579109465	-0.025601274423366877	-0.07836124756027041	0.0019766838399311077	-0.13210695915292642	-0.004333240743092159	0.02236247767529437	0.05841990433621655	0.020531006051585303	0.07498727429601529	0.0012466084788051689	-0.055879068709143984	0.001509718353750747	-0.0010026100674128515	0.0331682213420477	-0.0015907311787063507	0.0021356842353376895	0.008369832010817146	-9.261933021854294e-05	-0.001190146757714029	0.0009501335373518429	0.042555295180045256	0.0032147110679779634	0.0005958587814687919	0.0015923019839299063	0.02302954629356435	0.028666235393365824	-0.0006529313712579816	0.0907400363024723	0.10017088906383005
ki	hirdet	ki+hirdet	ind	-	-	-0.552399590012663	0.0028144040703451953	0.006626803631965383	3.520666882447787e-05	0.025063031294185786	0.0018778782871387769	0.08563724070572332	-0.0947543483075246	-0.013628671856811075	-0.06582199053962737	-0.12355482302970419	0.027819656678194013	0.029157226168776224	0.0012707052122905294	0.0028271806840315036	-0.0006217951994003518	0.004870871024343708	0.008432139145840786	0.007482836748948059	0.0024796567917639107	-0.00021521495942715342	0.0015358909274685844	0.009915503994821212	0.004244249104217418	-0.009048397812643737	0.0001633986928104575	0.0006121417579484733	-0.0077876299665536886	-0.01959251120083133	0.015109055495931358	-0.18283050260358996	0.03661280614186016
ki	hoz	ki+hoz	ind	-	-	-0.5487147595356551	-0.0020608686046832735	0.0019570203321691276	-0.038828607473878035	-0.0035111834924123203	0.0013503545666351266	0.028385824311105867	0.08786272406591067	-0.016881630410611276	0.022796367272605714	0.009424757602580151	0.10468211091780363	-0.00035605641090487306	0.013897064487669746	0.14904676151814691	0.0027128090194659185	0.008058415198329125	-0.31827562450673885	0.0029462677846525476	-0.001278918001287748	0.00017528483786152498	0.002770982946791023	-0.0007667258216658454	-0.009682052780212289	-0.0005914409838043205	0.0	0.0006051033177669933	0.017691632401823768	0.0038163331749083707	-0.3225043348841536	0.037349659822418724	0.25964248288211295
ki	húz	ki+húz	ind	-	-	-0.33266857892445706	0.0007771905006621832	0.002054241933612206	-0.011582605914030986	0.00010188321627700031	0.003006226426794818	0.1288625443067275	-0.005466581384082958	0.0007268820650542171	0.011174804430273653	-0.021277129716099248	0.056452051110607644	-0.016932568430217176	0.008449130995645003	0.042457403222073024	-0.013464509797059378	0.03743692066632161	-0.23312764052132282	0.006505214578716929	-0.005849286211175395	-6.707791414395381e-05	-0.014128842090915288	5.353185939978018e-05	-0.0009655305479267864	0.00026121244941527044	0.0	0.0005295241059910861	0.025084914192458674	0.09736650881099868	-0.2980289377498537	0.015545076358304738	0.18003823441106204
ki	indul	ki+indul	ind	-	-	-0.9586967253579068	0.00041146530912363095	-0.00015184874282155427	0.07635632796828884	-0.385684636823216	0.01444940249915119	0.24924632823907533	0.0035696952401980493	0.04172158772545581	0.12128551208853469	0.20388646338237346	0.09235455119218969	0.1260508078811372	0.022614448959867348	0.05012031773672469	0.042557172405604866	0.005841828392173853	-0.41355747339522536	0.029171075626506247	-0.009556732898269672	-1.2654061901796153e-05	0.004221535651126993	0.028449377503473358	0.021455717032263174	0.023747039574406922	0.00015822784810126583	0.009018987341772151	0.11372838134239288	0.13542022941866302	-0.3468479669140545	0.30844447730913194	0.15889903412534917
ki	ír	ki+ír	ind	-	-	-0.7143500788465871	0.01320445254139696	0.0018591935867441163	0.22492851256110227	0.01335740411666815	0.003140092172413871	0.20463983788666867	-0.5894080483939185	0.005242534449282965	-0.033306464273086214	-0.052044882867836366	-0.3182292735777171	-0.024223868288386845	-0.023756110560480992	0.003332857172771992	0.05992567360380587	0.003358865942929289	-0.02450459628320003	0.000939350082181045	-0.005143100920296991	-7.725938519802212e-05	-0.0036434285641118182	-0.0033856416383604548	0.001666428586385996	-0.003018851289988317	0.00014801657785671994	-1.3004385078648492e-05	-0.0752743158326321	-0.07906582766375489	0.03560734012842463	-0.10009985367065771	-0.31771753435258365
